CBL,VE,Bolivar
CBM,US,
CBN,ID,West Java
CBO,PH,Autonomous Region in Muslim Mindanao
CBP,PT,Coimbra
CBQ,NG,Cross River
CBR,AU,Australian Capital Territory
CBS,VE,Zulia
CBT,AO,Benguela
CBU,DE,
CBV,GT,Alta Verapaz
CBW,BR,Parana
CBX,AU,
CBY,AU,
CBZ,US,
CCA,US,
CCB,US,California
CCC,CU,Ciego de Avila
CCD,US,
CCE,MF,
CCF,FR,Languedoc-Roussillon
CCG,US,Texas
CCH,CL,Aisen
CCI,BR,Santa Catarina
CCJ,IN,Kerala
CCK,CC,
CCL,AU,
CCM,BR,Santa Catarina
CCN,AF,Ghowr
CCO,CO,
CCP,CL,Biobio
CCQ,BR,Bahia
CCR,US,California
CCS,VE,Vargas
CCT,AR,Neuquen
CCU,IN,West Bengal
CCV,VU,
CCW,AU,
CCX,BR,
CCY,US,Iowa
CCZ,BS,
CDA,AU,
CDB,US,
CDC,US,Utah
CDD,HN,
CDE,PA,Embera
CDG,FR,
CDH,US,Arkansas
CDI,BR,Espirito Santo
CDJ,BR,
CDK,US,Florida
CDL,US,
CDN,US,South Carolina
CDO,ZA,Eastern Cape
CDP,IN,Andhra Pradesh
CDQ,AU,
CDR,US,Nebraska
CDS,US,Kansas
CDT,ES,Valencia
CDU,AU,
CDV,US,
CDW,US,New Jersey
CDY,PH,Mimaropa
CDZ,ES,Andalusia
CEA,US,
CEB,PH,Central Visayas
CEC,US,California
CED,AU,
CEE,RU,Vologda
CEF,US,Massachusetts
CEG,GB,England
CEH,MW,Northern Region
CEI,TH,Chiang Rai
CEK,RU,Chelyabinsk
CEL,BS,
CEM,US,
CEN,MX,Sonora
CEO,AO,Northern Mindanao
CEP,BO,
CEQ,FR,Provence-Alpes-Cote d'Azur
CER,FR,Lower Normandy
CES,AU,New South Wales
CET,FR,Pays de la Loire
CEU,US,South Carolina
CEV,US,Indiana
CEW,US,Florida
CEX,US,
CEY,US,Kentucky
CEZ,US,Colorado
CFA,US,
CFB,BR,Rio de Janeiro
CFC,BR,Santa Catarina
CFD,US,Texas
CFE,FR,Auvergne
CFF,AO,
CFG,CU,Cienfuegos
CFH,AU,
CFI,AU,
CFK,DZ,Chlef
CFM,CA,
CFN,IE,Ulster
CFO,BR,
CFP,AU,
CFQ,CA,British Columbia
CFR,FR,Lower Normandy
CFS,AU,New South Wales
CFT,US,Arizona
CFU,GR,Ionian Islands
CFV,US,Kansas
CGA,US,
CGB,BR,Mato Grosso
CGC,PG,
CGD,CN,Hunan
CGE,US,Maryland
CGF,US,Ohio
CGG,PH,Central Luzon
CGH,BR,Sao Paulo
CGI,US,Missouri
CGJ,ZM,Copperbelt
CGK,ID,West Java
CGM,PH,Cagayan Valley
CGN,DE,North Rhine-Westphalia
CGO,CN,
CGP,BD,Chittagong
CGQ,CN,Jilin Sheng
CGR,BR,Mato Grosso do Sul
CGS,US,
CGT,MR,Adrar
CGV,AU,Western Australia
CGX,US,
CGY,PH,Northern Mindanao
CGZ,US,Arizona
CHA,US,Tennessee
CHB,PK,Gilgit-Baltistan
CHC,NZ,Canterbury
CHF,KR,Gyeongsangnam-do
CHG,CN,Liaoning
CHH,PE,Amazonas
CHI,US,
CHJ,ZW,Manicaland
CHK,US,Oklahoma
CHL,US,Idaho
CHM,PE,Ancash
CHN,KR,
CHO,US,Virginia
CHP,US,
CHQ,GR,Crete
CHR,FR,Centre
CHS,US,South Carolina
CHT,NZ,Chatham Islands
CHU,US,
CHV,PT,Vila Real
CHW,CN,
CHX,PA,Bocas del Toro
CHY,SB,
CHZ,US,Oregon
CIA,IT,Latium
CIB,US,
CIC,US,California
CID,US,Iowa
CIE,AU,Western Australia
CIF,CN,
CIG,US,Colorado
CIH,CN,Shanxi Sheng
CII,TR,Montana
CIJ,BO,Acre
CIK,US,
CIL,US,
CIM,CO,Santander
CIN,US,Iowa
CIO,PY,Concepcion
CIP,ZM,
CIQ,GT,Chiquimula
CIR,US,Illinois
CIS,KI,Atafu
CIT,KZ,Ongtustik Qazaqstan
CIU,US,
CIV,US,
CIW,VC,
CIX,PE,Lambayeque
CIY,IT,Sicily
CIZ,BR,Amazonas
CJA,PE,Cajamarca
CJB,IN,Tamil Nadu
CJC,CL,Antofagasta
CJD,CO,Caqueta
CJF,AU,
CJH,CA,British Columbia
CJJ,KR,Chungcheongbuk-do
CJL,PK,Khyber Pakhtunkhwa
CJM,TH,Chumphon
CJN,US,California
CJS,MX,Chihuahua
CJT,MX,Chiapas
CJU,KR,
CJZ,BR,
CKA,US,Oklahoma
CKB,US,West Virginia
CKC,UA,Cherkasy
CKD,US,
CKE,US,California
CKG,CN,Chongqing Shi
CKH,RU,Sakha
CKI,AU,
CKK,US,Arkansas
CKL,RU,Moskovskaya
CKM,US,Mississippi
CKN,US,Minnesota
CKO,BR,Parana
CKR,US,
CKS,BR,
CKT,IR,Razavi Khorasan
CKU,US,
CKV,US,Kentucky
CKW,AU,Saskatchewan
CKX,US,
CKY,GN,Conakry
CKZ,TR,Canakkale
CLA,BD,Chittagong
CLC,US,
CLD,US,California
CLE,US,Ohio
CLG,US,California
CLH,AU,New South Wales
CLI,US,Wisconsin
CLJ,RO,Cluj
CLK,US,Oklahoma
CLL,US,Texas
CLM,US,Washington
CLN,BR,Maranhao
CLO,CO,Valle del Cauca
CLP,US,
CLQ,MX,Colima
CLR,US,California
CLS,US,Washington
CLT,US,
CLU,US,Indiana
CLV,BR,Goias
CLW,US,Florida
CLX,AR,Asuncion
CLY,FR,Corsica
CLZ,VE,Guarico
CMA,AU,
CMB,LK,
CMC,BR,Ceara
CMD,AU,New South Wales
CME,MX,Campeche
CMF,FR,Rhone-Alpes
CMG,BR,
CMH,US,Ohio
CMI,US,Illinois
CMJ,TW,
CMK,MW,Southern Region
CML,AU,
CMM,GT,
CMN,MA,Chaouia-Ouardigha
CMO,SO,Mudug
CMP,BR,Alagoas
CMQ,AU,
CMR,FR,Alsace
CMS,SO,Bari
CMT,BR,Para
CMU,PG,
CMV,NZ,
CMW,CU,Camaguey
CMX,US,Michigan
CMY,US,Wisconsin
CMZ,MZ,Southern Region
CNA,MX,Sonora
CNB,AU,New South Wales
CNC,AU,
CND,RO,Constanta
CNE,US,Colorado
CNF,BR,Minas Gerais
CNG,FR,Poitou-Charentes
CNH,US,New Hampshire
CNI,CN,Shanghai Shi
CNJ,AU,
CNK,US,Kansas
CNL,DK,North Denmark
CNM,US,New Mexico
CNN,IN,Kerala
CNO,US,California
CNP,GL,
CNQ,AR,Corrientes
CNR,CL,
CNS,AU,Queensland
CNT,AR,Chaco
CNU,US,Kansas
CNV,BR,Bahia
CNW,US,Texas
CNX,TH,Chiang Mai
CNY,US,Utah
CNZ,AO,Moxico
COA,US,California
COB,AU,
COC,AR,Salto
COD,US,Wyoming
COE,US,Idaho
COF,US,Florida
COG,CO,Choco
COH,IN,West Bengal
COI,US,Florida
COJ,AU,New South Wales
COK,IN,Kerala
COL,GB,
COM,US,Texas
CON,US,New Hampshire
COO,BJ,Littoral
COP,US,New York
COQ,MN,
COR,AR,Cordoba
COS,US,Colorado
COT,US,Texas
COU,US,Missouri
COV,PT,Castelo Branco
COW,CL,Valparaiso
COY,AU,
COZ,DO,La Vega
CPA,LR,Maryland
CPB,CO,
CPC,AR,Neuquen
CPD,AU,
CPE,MX,Campeche
CPF,ID,Central Java
CPG,AR,
CPH,DK,Capital Region
CPI,PG,
CPL,CO,Tolima
CPM,US,California
CPN,PG,
CPO,CL,Atacama
CPP,CL,
CPQ,BR,Sao Paulo
CPR,US,Wyoming
CPS,US,Illinois
CPT,ZA,Western Cape
CPU,BR,Maranhao
CPV,BR,Paraiba
CPX,PR,Culebra
CQA,BR,
CQD,IR,Chahar Mahall va Bakhtiari
CQF,FR,Nord-Pas-de-Calais
CQM,ES,
CQP,AU,Queensland
CQS,BR,
CQT,CO,
CQW,US,
CRA,RO,Dolj
CRB,AU,
CRC,CO,Valle del Cauca
CRD,AR,Chubut
CRE,US,South Carolina
CRF,CF,Mambere-Kadei
CRG,US,
CRH,AU,
CRI,BS,
CRJ,AU,
CRK,PH,Central Luzon
CRL,BE,Wallonia
CRM,PH,Eastern Visayas
CRO,US,California
CRP,US,
CRQ,BR,Bahia
CRR,AR,Santa Fe
CRS,US,Texas
CRT,US,Arkansas
CRU,GD,
CRV,IT,Calabria
CRW,US,West Virginia
CRX,US,Mississippi
CRY,AU,
CRZ,TM,Lebap
CSA,GB,
CSB,RO,Caras-Severin
CSC,CR,
CSD,AU,
CSE,US,Colorado
CSF,FR,Picardie
CSG,US,
CSH,RU,Republic of Karelia
CSI,AU,New South Wales
CSJ,VN,Binh Thuan
CSK,SN,Ziguinchor
CSL,US,
CSM,US,Oklahoma
CSN,US,Nevada
CSO,DE,Saxony-Anhalt
CSP,US,
CSQ,US,Iowa
CSR,CO,
CSS,BR,Mato Grosso do Sul
CST,FJ,Western
CSU,BR,Rio Grande do Sul
CSV,US,Tennessee
CSW,BR,
CSX,CN,
CSY,RU,Chuvashia
CSZ,AR,Buenos Aires
CTA,IT,Sicily
CTB,US,Montana
CTC,AR,Catamarca
CTD,PA,Herrera
CTE,PA,
CTF,GT,San Marcos
CTG,CO,Bolivar
CTH,US,Pennsylvania
CTI,AO,
CTK,US,South Dakota
CTL,AU,
CTM,MX,Quintana Roo
CTN,AU,
CTO,US,Virginia
CTP,BR,Maranhao
CTQ,BR,Minas Gerais
CTR,AU,
CTS,JP,Hokkaido
CTT,FR,Provence-Alpes-Cote d'Azur
CTU,CN,Sichuan
CTV,AO,Lunda Sul Province
CTW,US,Arizona
CTX,US,New York
CTY,US,Florida
CTZ,US,North Carolina
CUA,MX,
CUB,US,
CUC,CO,Norte de Santander
CUD,AU,Queensland
CUE,EC,Azuay
CUF,IT,Piedmont
CUG,AU,
CUH,US,Oklahoma
CUI,CO,Casanare
CUJ,PH,Mimaropa
CUK,BZ,
CUL,MX,Sinaloa
CUM,VE,Sucre
CUN,MX,Quintana Roo
CUO,CO,
CUP,VE,Sucre
CUQ,AU,
CUR,CW,
CUS,US,New Mexico
CUT,AR,Neuquen
CUU,MX,Chihuahua
CUV,VE,Falcon
CUW,US,
CUX,US,
CUY,AU,
CUZ,PE,Cusco
CVA,US,
CVB,PG,
CVC,AU,South Australia
CVE,CO,Cordoba
CVF,FR,Rhone-Alpes
CVG,US,Kentucky
CVH,AR,
CVI,AR,Santa Cruz
CVJ,MX,Morelos
CVL,PG,
CVM,MX,Tamaulipas
CVN,US,New Mexico
CVO,US,Oregon
CVQ,AU,
CVR,US,California
CVS,US,New Mexico
CVT,GB,England
CVU,PT,
CWA,US,Wisconsin
CWB,BR,Parana
CWC,UA,Chernivtsi
CWF,US,Louisiana
CWG,US,
CWI,US,Iowa
CWJ,CN,Yunnan
CWL,GB,Wales
CWO,US,
CWP,PK,Punjab
CWR,AU,
CWS,US,
CWT,AU,New South Wales
CWW,AU,New South Wales
CWX,US,Arizona
CXA,VE,Bolivar
CXB,BD,Chittagong
CXC,US,
CXF,US,
CXH,CA,
CXI,KI,Line Islands
CXJ,BR,Rio Grande do Sul
CXL,US,California
CXN,SO,Bari
CXO,US,Texas
CXP,ID,Central Java
CXQ,AU,
CXR,VN,Khanh Hoa
CXT,AU,
CXY,BS,
CYA,HT,Sud
CYB,KY,
CYC,BZ,Orange Walk
CYD,BZ,Cayo
CYE,US,Pennsylvania
CYF,US,
CYG,AU,
CYI,TW,Taiwan
CYL,HN,Olancho
CYM,US,
CYO,CU,Matanzas
CYP,PH,Eastern Visayas
CYR,UY,Colonia
CYS,US,
CYT,US,
CYU,PH,Mimaropa
CYW,MX,Guanajuato
CYX,RU,Sakha
CYZ,PH,Cagayan Valley
CZA,MX,Yucatan
CZB,BR,Rio Grande do Sul
CZC,US,
CZE,VE,Falcon
CZF,US,
CZH,BZ,
CZJ,PA,Colon
CZK,US,Oregon
CZL,DZ,Constantine
CZM,MX,Quintana Roo
CZN,US,
CZO,US,
CZP,US,
CZS,BR,Acre
CZT,US,Texas
CZU,CO,Sucre
CZW,PL,Silesian Voivodeship
CZX,CN,Jiangsu Sheng
CZY,AU,
CZZ,US,Colorado
DAA,US,Virginia
DAB,US,Florida
DAC,BD,Dhaka
DAD,VN,Da Nang
DAF,PG,
DAG,US,California
DAH,YE,Abyan
DAJ,AU,
DAK,EG,
DAL,US,Texas
DAM,SY,Rif-dimashq
DAN,US,Virginia
DAO,PG,
DAP,NP,Western Region
DAR,TZ,Dar es Salaam
DAS,CA,
DAT,CN,Shanxi Sheng
DAU,PG,
DAV,PA,Chiriqui
DAX,CN,Sichuan
DAY,US,Ohio
DAZ,AF,Badakhshan
DBA,PK,Balochistan
DBB,EG,Muhafazat Matruh
DBC,CN,Jilin Sheng
DBD,IN,Jharkhand
DBK,LK,North Western
DBM,ET,Amhara
DBN,US,Georgia
DBO,AU,New South Wales
DBP,PG,
DBQ,US,Iowa
DBR,IN,Bihar
DBS,US,Idaho
DBT,ET,
DBU,LK,Central
DBV,HR,Dubrovacko-Neretvanska
DBY,AU,Queensland
DCA,US,
DCF,DM,
DCG,AE,
DCI,IT,Sardinia
DCK,US,
DCM,FR,Midi-Pyrenees
DCN,AU,
DCP,CA,British Columbia
DCR,US,Indiana
DCT,BS,Ragged Island
DCU,US,Alabama
DCY,CN,Sichuan
DDC,US,Kansas
DDD,MV,Dhaalu Atholhu
DDG,CN,
DDI,AU,
DDM,PG,
DDN,AU,
DDP,PR,Toa Baja
DDR,CN,
DDU,PK,Sindh
DEA,PK,
DEB,HU,Hajdu-Bihar
DEC,US,Illinois
DED,IN,Uttarakhand
DEE,RU,Sakhalin
DEF,IR,Khuzestan
DEH,US,Iowa
DEI,SC,
DEL,IN,Haryana
DEM,ET,Oromiya
DEN,US,Colorado
DEO,US,Michigan
DEP,IN,
DEQ,CN,Zhejiang Sheng
DER,PG,
DES,SC,Port Glaud
DET,US,Michigan
DEX,ID,
DEZ,SY,Deir ez-Zor
DFA,CN,Shaanxi
DFI,US,Ohio
DFP,AU,
DFW,US,Texas
DGA,BZ,
DGB,US,
DGC,ET,Woqooyi Galbeed
DGD,AU,
DGE,AU,New South Wales
DGF,CA,
DGG,PG,
DGH,IN,Jharkhand
DGK,MZ,
DGL,US,
DGM,LK,Guangdong
DGN,US,Illinois
DGO,MX,Durango
DGP,LV,Daugavpils
DGR,NZ,
DGT,PH,Central Visayas
DGU,BF,Boucle du Mouhoun
DGW,US,Wyoming
DHA,SA,Eastern Province
DHB,US,
DHD,AU,
DHF,AE,
DHG,RU,Primorskiy
DHI,NP,Far Western
DHL,YE,Ad Dali'
DHM,IN,Himachal Pradesh
DHN,US,Alabama
DHO,CA,
DHR,NL,North Holland
DHT,US,Texas
DIA,QA,
DIB,IN,Assam
DIE,MG,Diana
DIG,CN,Yunnan
DIJ,FR,Bourgogne
DIK,US,North Dakota
DIL,TL,Dili
DIM,CI,Lacs
DIN,VN,Huyen Dien Bien
DIO,US,
DIP,BF,
DIQ,BR,Minas Gerais
DIR,ET,Dire Dawa
DIS,CG,Niari
DIU,IN,Daman and Diu
DIV,CI,Sud-Bandama
DIW,LK,
DIY,TR,Diyarbakir
DJA,BJ,Donga
DJB,ID,Jambi
DJE,TN,Madanin
DJG,DZ,
DJH,AE,
DJJ,ID,Papua
DJM,CG,
DJN,US,
DJO,CI,Haut-Sassandra
DJU,IS,East
DKA,NG,Katsina
DKI,AU,
DKK,US,New York
DKL,CA,
DKR,SN,Dakar
DKS,RU,Krasnoyarskiy
DKV,AU,
DLA,CM,Littoral
DLB,PG,Olaine
DLC,CN,Liaoning
DLE,FR,Franche-Comte
DLF,US,Texas
DLG,US,
DLH,US,Minnesota
DLI,VN,Lam Dong
DLK,AU,
DLL,US,South Carolina
DLM,TR,Mugla
DLN,US,Montana
DLO,US,
DLR,RU,Primorskiy
DLS,US,Oregon
DLU,CN,Yunnan
DLV,AU,Northern Territory
DLY,VU,
DLZ,MN,OEmnoegovi
DMA,US,Arizona
DMB,KZ,Zhambyl
DMD,AU,
DME,RU,Moskovskaya
DMK,TH,Bangkok
DMM,SA,Eastern Province
DMN,US,New Mexico
DMO,US,Missouri
DMR,YE,Dhamar
DMT,BR,
DMU,IN,Nagaland
DNA,JP,Okinawa
DNB,AU,
DND,GB,
DNE,US,Texas
DNF,LY,Darnah
DNG,AU,
DNH,CN,
DNI,SD,Al Jazirah
DNK,UA,Dnipropetrovsk
DNL,US,Georgia
DNM,AU,
DNN,US,
DNO,BR,Tocantins
DNP,NP,
DNQ,AU,New South Wales
DNR,FR,Brittany
DNS,US,Iowa
DNT,US,California
DNU,PG,
DNV,US,Illinois
DNX,SD,Sinnar
DNZ,TR,Denizli
DOA,MG,
DOB,ID,
DOC,GB,Scotland
DOD,TZ,Dodoma
DOE,SR,
DOF,US,
DOG,SD,Northern State
DOH,QA,Baladiyat ad Dawhah
DOI,PG,
DOK,UA,Donetsk
DOL,FR,Lower Normandy
DOM,DM,
DON,GT,
DOO,PG,
DOP,NP,
DOR,BF,Sahel
DOS,PG,
DOU,BR,Mato Grosso do Sul
DOV,US,Delaware
DOX,AU,
DOY,CN,Shandong Sheng
DPA,US,Illinois
DPB,CL,
DPE,FR,Haute-Normandie
DPG,US,Utah
DPK,US,Connecticut
DPL,PH,Zamboanga Peninsula
DPO,AU,
DPS,ID,Bali
DPT,RU,Sakha
DPU,PG,
DQA,CN,Heilongjiang Sheng
DQM,OM,
DRA,US,
DRB,AU,
DRC,AO,
DRD,AU,
DRE,US,
DRF,US,
DRG,US,
DRH,ID,Papua
DRI,US,Louisiana
DRJ,SR,
DRK,CR,
DRN,AU,
DRO,US,Colorado
DRR,AU,
DRS,DE,
DRT,US,Coahuila
DRU,US,Montana
DRV,MV,
DRW,AU,Northern Territory
DRY,AU,
DSA,GB,England
DSC,CM,North-West Province
DSD,GP,
DSE,ET,Amhara
DSG,PH,Mimaropa
DSI,US,Florida
DSK,PK,Khyber Pakhtunkhwa
DSM,US,Iowa
DSN,CN,Inner Mongolia
DSO,KP,Hamgyong-namdo
DSS,SN,Thies
DST,AE,
DSV,US,New York
DSX,TW,Guangdong
DSY,KH,
DTA,US,Utah
DTB,ID,North Sumatra
DTD,ID,
DTE,PH,Bicol
DTH,US,
DTI,BR,Minas Gerais
DTL,US,Minnesota
DTM,DE,North Rhine-Westphalia
DTN,US,
DTR,US,
DTU,CN,Heilongjiang Sheng
DTW,US,Michigan
DUA,US,Oklahoma
DUB,IE,Leinster
DUC,US,Oklahoma
DUD,NZ,Otago
DUE,AO,
DUF,US,North Carolina
DUG,US,Arizona
DUJ,US,Pennsylvania
DUK,ZA,KwaZulu-Natal
DUM,ID,Riau
DUN,GL,
DUQ,CA,British Columbia
DUR,ZA,KwaZulu-Natal
DUS,DE,
DUT,US,
DVD,MG,
DVK,CA,
DVL,US,North Dakota
DVN,US,Iowa
DVO,PH,Davao
DVP,AU,
DVR,AU,
DVT,US,Arizona
DWA,MW,Central Region
DWB,MG,Boeny
DWC,AE,
DWD,SA,Ar Riyad
DWF,US,Ohio
DWH,US,
DWN,US,
DWO,LK,Western
DWR,AF,Helmand
DWS,US,Florida
DXB,AE,
DXD,AU,
DXE,US,Mississippi
DXR,US,Connecticut
DYA,AU,
DYG,CN,
DYL,US,Pennsylvania
DYM,AU,
DYR,RU,Chukotskiy Avtonomnyy Okrug
DYS,US,Texas
DYU,TJ,Dushanbe
DYW,AU,
DZA,YT,Pamandzi
DZH,CN,Sinjuan
DZI,CO,Cesar
DZN,KZ,Qaraghandy
DZO,UY,Durazno
DZU,CN,Chongqing Shi
EAA,US,
EAB,YE,Raymah
EAE,VU,
EAL,MH,
EAM,SA,Najran
EAN,US,Wyoming
EAP,CH,
EAR,US,Nebraska
EAS,ES,Basque Country
EAT,US,Washington
EAU,US,Wisconsin
EBA,IT,Tuscany
EBB,UG,Central Region
EBD,SD,Shamal Kurdufan
EBG,CO,Antioquia
EBH,DZ,El Bayadh
EBJ,DK,South Denmark
EBL,IQ,Arbil
EBM,TN,Tataouine
EBN,MH,
EBO,MH,Ebon Atoll
EBR,US,Louisiana
EBS,US,Iowa
EBU,FR,Rhone-Alpes
EBW,CM,South Province
ECA,US,Michigan
ECG,US,North Carolina
ECH,AU,Victoria
ECI,NI,Rivas
ECN,CY,Lefkosia
ECO,CO,
ECP,US,Florida
ECR,CO,
ECS,US,Wyoming
EDA,US,
EDB,SD,Northern State
EDD,AU,
EDE,US,North Carolina
EDF,US,
EDG,US,Maryland
EDI,GB,Scotland
EDK,US,Kansas
EDL,KE,Uasin Gishu
EDM,FR,Pays de la Loire
EDN,US,
EDO,TR,Balikesir
EDQ,HN,Lempira
EDR,AU,
EDW,US,California
EEA,BR,
EED,US,California
EEK,US,
EEN,US,New Hampshire
EES,EG,
EFB,US,
EFD,US,Texas
EFG,PG,
EFK,US,
EFL,GR,Ionian Islands
EFO,US,
EFW,US,Iowa
EGA,PG,
EGC,FR,Aquitaine
EGE,US,Colorado
EGI,US,Florida
EGL,ET,Oromiya
EGM,SB,
EGN,SD,Western Darfur
EGO,RU,Belgorod
EGP,US,Texas
EGS,IS,
EGV,US,Wisconsin
EGX,US,
EHL,AR,Chubut
EHM,US,
EHT,US,
EHU,CN,
EIA,PG,
EIB,DE,Thuringia
EIE,RU,Krasnoyarskiy
EIH,AU,
EIK,RU,Krasnodarskiy
EIL,US,
EIN,NL,North Brabant
EIS,VG,
EIY,IL,
EJA,CO,Santander
EJH,SA,Mintaqat Tabuk
EJN,CN,Inner Mongolia
EJT,MH,
EKA,US,California
EKB,KZ,Pavlodar
EKD,AU,
EKE,GY,
EKI,US,Indiana
EKN,US,West Virginia
EKO,US,Nevada
EKS,RU,Sakhalin
EKT,SE,
EKX,US,Kentucky
ELA,US,Texas
ELB,CO,Magdalena
ELC,AU,
ELD,US,Arkansas
ELE,PA,
ELF,SD,Northern Darfur
ELG,DZ,Ghardaia
ELH,BS,
ELI,US,
ELJ,CO,Meta
ELK,US,Oklahoma
ELL,ZA,Limpopo
ELM,US,New York
ELN,US,Washington
ELO,AR,Misiones
ELP,US,Texas
ELQ,SA,Al-Qassim
ELR,ID,
ELS,ZA,Eastern Cape
ELT,EG,South Sinai
ELU,DZ,El Oued
ELV,US,
ELW,US,
ELX,VE,Anzoategui
ELY,US,Nevada
ELZ,US,New York
EMA,GB,England
EMB,US,
EMD,AU,Queensland
EME,DE,Lower Saxony
EMG,ZA,KwaZulu-Natal
EMI,PG,
EMK,US,
EML,CH,Lucerne
EMM,US,Wyoming
EMN,MR,
EMO,PG,
EMP,US,Kansas
EMS,PG,
EMT,US,California
EMX,AR,Chubut
EMY,EG,Al Minya
ENA,US,Alaska
ENB,AU,
ENC,FR,Lorraine
END,US,
ENE,ID,East Nusa Tenggara
ENF,FI,Lapland
ENH,CN,Hubei
ENI,PH,Mimaropa
ENJ,GT,
ENK,GB,Northern Ireland
ENL,US,Illinois
ENN,US,
ENO,PY,Itapua
ENQ,HN,La Paz
ENS,NL,
ENT,MH,
ENU,NG,Enugu
ENV,US,Utah
ENW,US,Wisconsin
ENY,CN,Shaanxi
EOH,CO,Antioquia
EOI,GB,
EOK,US,Iowa
EOR,VE,
EOS,US,Missouri
EOZ,VE,Apure
EPA,AR,Buenos Aires
EPG,US,Nebraska
EPH,US,Washington
EPI,VU,
EPL,FR,Lorraine
EPN,CG,
EPR,AU,Western Australia
EPS,DO,Samana
EPT,PG,
EPU,EE,Paernumaa
EQS,AR,Chubut
ERA,SO,Sanaag
ERB,AU,
ERC,TR,Erzincan
ERD,UA,Zaporizhia
ERE,PG,
ERF,DE,Thuringia
ERG,RU,Irkutsk
ERH,MA,Meknes-Tafilalet
ERI,US,Pennsylvania
ERL,CN,Inner Mongolia
ERM,BR,Rio Grande do Sul
ERN,BR,Amazonas
ERQ,AU,
ERR,US,New Hampshire
ERS,NA,
ERT,MN,Orhon
ERU,PG,
ERV,US,Texas
ERZ,TR,Erzurum
ESA,PG,
ESB,TR,Ankara
ESC,US,Michigan
ESD,US,
ESE,MX,Baja California
ESF,US,Louisiana
ESG,PY,
ESH,GB,England
ESI,BR,Minas Gerais
ESK,TR,Eskisehir
ESL,RU,Kalmykiya
ESM,EC,Esmeraldas
ESN,US,Maryland
ESO,US,New Mexico
ESP,US,Pennsylvania
ESR,CL,Atacama
ESS,DE,North Rhine-Westphalia
EST,US,Iowa
ESU,MA,Marrakech-Tensift-Al Haouz
ESW,US,Washington
ETB,US,Wisconsin
ETD,AU,
ETE,ET,Al Qadarif
ETH,IL,
ETL,RU,Primorskiy
ETM,IL,
ETN,US,Texas
ETR,EC,El Oro
ETS,US,Alabama
ETZ,FR,Lorraine
EUA,TO,'Eua
EUC,AU,
EUE,US,Nevada
EUF,US,Alabama
EUG,US,Oregon
EUM,DE,Schleswig-Holstein
EUN,MA,Oued Ed-Dahab-Lagouira
EUO,CO,Cundinamarca
EUQ,PH,Western Visayas
EUX,NL,Sint Eustatius
EVA,US,Texas
EVD,AU,
EVE,NO,Troms
EVG,SE,Jaemtland
EVH,AU,New South Wales
EVM,US,Minnesota
EVN,AM,Armavir
EVV,US,Indiana
EVW,US,Wyoming
EVX,FR,Haute-Normandie
EWB,US,Massachusetts
EWD,US,
EWE,ID,
EWI,ID,Papua
EWK,US,Kansas
EWN,US,North Carolina
EWO,CG,
EWR,US,New Jersey
EXI,US,
EXM,AU,
EXT,GB,England
EYK,RU,Khanty-Mansiyskiy Avtonomnyy Okrug
EYL,ML,Kayes
EYP,CO,Casanare
EYR,US,Nevada
EYS,KE,
EYW,US,Florida
EZE,AR,Buenos Aires
EZS,TR,Elazig
EZV,RU,Khanty-Mansiyskiy Avtonomnyy Okrug
FAA,GN,Faranah
FAB,GB,England
FAC,PF,
FAE,FO,Vagar
FAF,US,
FAG,IS,
FAH,AF,Farah
FAI,US,
FAJ,PR,Fajardo
FAK,US,
FAL,US,Tamaulipas
FAM,US,Missouri
FAO,PT,
FAQ,PG,
FAR,US,Minnesota
FAS,IS,East
FAT,US,California
FAU,OM,
FAV,PF,
FAY,US,North Carolina
FAZ,IR,Fars
FBA,BR,
FBD,AF,Badakhshan
FBE,BR,Parana
FBG,US,North Carolina
FBK,US,
FBL,US,Minnesota
FBM,CD,Katanga
FBR,US,Wyoming
FBS,US,
FBY,US,Nebraska
FCA,US,Montana
FCB,ZA,Orange Free State
FCH,US,California
FCM,US,
FCN,DE,Lower Saxony
FCO,IT,Latium
FCS,US,Colorado
FCT,US,
FCY,US,Arkansas
FDE,NO,Sogn og Fjordane
FDF,MQ,Martinique
FDH,DE,Baden-Wuerttemberg
FDK,US,Maryland
FDR,US,Oklahoma
FDU,CD,Bandundu
FDY,US,Ohio
FEA,GB,
FEB,NP,Far Western
FEC,BR,Bahia
FEG,UZ,Fergana
FEJ,BR,Acre
FEK,CI,Savanes
FEL,DE,Bavaria
FEN,BR,Pernambuco
FEP,US,Illinois
FES,ES,Andalusia
FET,US,Nebraska
FEW,US,Wyoming
FEZ,MA,Fes-Boulemane
FFA,US,North Carolina
FFD,GB,England
FFL,US,Iowa
FFM,US,Minnesota
FFO,US,Ohio
FFT,US,Kentucky
FFU,CL,Los Lagos
FGD,MR,
FGI,WS,Tuamasaga
FGL,NZ,
FGR,ES,Andalusia
FGU,PF,
FHU,US,Arizona
FHZ,PF,
FIC,US,
FID,US,
FIE,GB,
FIG,GN,Boke
FIH,CD,Kinshasa
FIK,AU,
FIL,US,Utah
FIN,PG,
FIV,US,
FIZ,AU,
FJR,AE,Al Fujayrah
FKB,DE,Baden-Wuerttemberg
FKI,CD,Eastern Province
FKJ,JP,Fukui
FKL,US,Pennsylvania
FKN,US,Virginia
FKQ,ID,Papua
FKS,JP,Fukushima
FLA,CO,Caqueta
